Id,does-bruise-or-bleed,habitat,season,cap-diameter,stem-height,stem-width,class
863,f,d,a,13.68,11.27,16.52,1
24341,f,d,a,7.28,5.24,14.82,0
16068,f,d,a,6.46,6.03,10.04,0
34579,f,g,a,2.01,7.36,2.9,1
45180,f,d,a,4.02,6.26,4.68,1
6698,f,d,a,6.52,4.45,7.84,0
16525,f,d,a,5.32,4.33,7.66,0
36918,f,d,a,4.58,7.15,8.29,1
5529,f,d,w,8.2,7.25,21.92,0
51588,f,d,u,21.48,17.66,36.89,0
24050,f,d,a,6.98,7.95,16.22,0
1843,f,d,u,6.99,6.32,13.13,0
27339,t,d,w,19.54,6.67,29.06,1
1371,t,d,a,10.8,11.62,19.02,0
35057,f,d,s,4.6,8.18,9.04,0
56980,f,d,a,10.01,5.41,21.51,0
59367,f,d,u,3.81,5.72,29.25,1
117,f,d,u,14.29,17.87,18.0,1
32760,f,g,u,2.59,3.33,2.56,1
60607,f,d,s,6.34,6.95,23.57,0
15786,t,d,u,6.81,5.57,15.04,1
34382,f,g,a,2.3,6.72,2.74,1
2498,f,d,a,6.4,12.38,13.23,0
43888,f,g,a,11.1,23.46,12.75,0
17873,f,g,u,8.11,6.7,13.26,0
25310,f,d,a,18.96,5.98,22.52,0
25362,f,d,w,17.1,6.36,19.88,0
53401,t,h,u,11.23,7.78,18.71,1
60333,f,d,s,8.74,3.43,23.95,1
34427,f,g,u,2.34,7.22,2.99,1
41592,f,d,u,10.02,10.05,22.99,1
21667,f,d,u,7.01,5.51,14.54,0
39685,f,d,u,6.14,6.91,8.17,1
26914,t,d,u,10.13,5.48,22.22,0
30990,t,d,u,8.9,5.71,12.98,1
4124,f,d,a,3.02,5.07,3.16,1
5779,f,d,a,15.31,7.18,26.16,0
43839,f,g,u,11.58,17.54,13.9,0
58954,f,d,u,5.76,3.54,6.03,1
13555,f,d,a,1.62,2.13,2.59,1
48931,t,d,u,11.1,8.7,22.4,0
23089,f,d,u,11.11,9.81,28.31,1
42624,f,w,u,6.95,4.5,12.15,0
20926,f,d,u,2.61,5.11,5.92,1
30623,t,d,a,9.4,6.08,18.13,0
8241,f,l,u,3.53,7.87,4.34,1
29623,t,d,u,3.02,3.3,5.8,1
46374,f,d,a,5.12,6.85,4.2,0
34221,f,d,w,8.14,4.79,10.54,1
27597,t,d,a,5.54,7.11,9.48,1
51109,f,d,u,9.58,10.41,31.8,1
25172,f,d,w,15.03,7.46,22.84,0
43496,t,l,a,10.24,9.47,18.16,0
18364,f,d,a,8.33,9.49,23.55,1
54814,f,d,a,3.47,6.52,6.7,0
21435,f,d,w,4.22,6.46,9.21,0
35030,f,d,s,4.68,8.22,7.17,0
32008,f,g,a,3.71,3.8,2.75,1
33392,f,d,u,12.38,8.63,17.18,1
26593,f,d,u,8.02,6.92,12.89,1
51235,f,d,u,4.07,5.86,12.73,0
48226,f,d,a,6.95,7.15,7.67,1
16008,f,d,a,5.03,4.66,9.22,0
31959,f,g,u,2.87,3.61,2.44,1
8685,f,l,w,5.34,6.44,10.28,0
40260,f,d,w,6.17,4.6,6.69,1
29777,t,d,u,3.81,4.78,6.19,0
27582,t,d,a,5.35,6.7,7.93,1
10423,f,d,s,5.04,6.85,4.06,0
55433,f,d,a,9.94,2.29,13.34,0
35821,f,d,a,3.65,4.4,5.5,1
42080,f,g,a,6.94,5.39,12.99,0
55505,f,d,a,10.45,2.57,17.78,0
53414,t,h,u,9.25,5.84,16.68,1
41386,f,d,u,12.24,11.0,25.58,1
57226,f,d,s,1.6,3.71,1.48,1
14964,f,d,a,14.04,9.84,16.43,0
32456,f,d,a,3.77,5.57,4.52,1
20088,f,m,a,4.21,5.46,7.06,1
5865,f,d,a,15.37,7.17,23.68,0
56501,f,d,u,4.6,0.0,0.0,1
53315,t,h,a,11.27,5.54,13.09,1
16418,f,d,u,5.6,4.68,7.45,0
30521,t,d,u,8.46,6.14,16.95,0
39163,f,d,a,3.62,4.29,4.79,1
60902,f,d,a,1.19,2.83,4.9,1
32641,f,g,u,2.69,3.58,2.56,1
5223,f,d,a,11.35,8.17,20.02,0
6747,f,d,u,4.63,6.85,7.24,0
56966,f,d,a,10.93,5.11,21.7,0
8280,f,l,a,4.03,8.33,4.06,1
44262,f,d,s,7.19,11.06,12.94,1
2196,f,d,u,7.6,13.02,13.1,1
13743,f,d,a,1.56,1.56,2.12,1
27599,t,d,a,6.52,6.39,7.75,1
25671,f,d,a,7.08,5.98,17.04,1
39881,f,d,u,5.44,5.94,6.48,1
35211,f,d,s,3.96,7.74,8.19,0
18370,f,d,a,10.85,8.35,22.19,1
50121,t,d,u,12.7,8.69,27.03,1
1859,f,d,a,8.11,6.89,13.8,0
45621,f,d,a,1.16,2.64,1.3,0
8539,f,l,a,6.41,8.0,10.86,0
30906,t,d,a,8.79,4.89,12.61,1
40529,f,d,a,7.98,6.1,7.91,1
46854,f,d,u,3.0,4.29,6.13,0
1425,f,d,a,9.27,10.9,14.94,1
10296,f,d,s,4.32,6.37,3.5,0
3440,t,d,u,16.08,10.53,19.28,0
10450,f,d,s,3.6,6.04,3.9,0
34981,f,d,s,3.6,8.05,8.79,0
28016,t,d,a,7.26,4.32,11.76,1
27214,t,d,w,17.72,8.59,28.01,1
26356,f,d,u,12.01,6.07,19.24,0
45950,f,g,u,1.57,4.82,2.48,0
37702,f,m,a,1.99,6.81,2.45,1
43555,t,l,a,9.74,9.35,16.19,0
56503,f,d,u,3.1,0.0,0.0,1
46819,f,d,a,3.13,5.09,6.31,0
35212,f,d,s,4.2,8.22,8.95,0
9869,f,l,a,0.94,2.46,1.48,1
5957,f,d,a,15.35,8.94,24.82,0
47500,f,g,a,3.23,9.47,2.58,1
53088,f,g,u,6.56,6.31,11.28,0
31272,f,d,w,11.35,7.06,9.9,0
5870,f,d,a,15.47,6.79,24.36,0
53689,f,d,u,17.0,5.71,29.9,1
11755,t,d,a,0.97,4.58,0.93,0
28393,t,d,u,16.6,5.43,25.88,1
53380,t,h,u,11.16,5.72,14.53,1
22988,f,d,u,11.93,12.1,31.81,1
11072,f,d,u,2.5,5.36,2.21,1
39637,f,d,a,4.25,6.38,7.61,1
56890,f,d,a,9.59,4.62,19.02,0
18066,f,m,u,7.48,6.07,10.48,0
31550,f,d,a,7.33,7.19,10.9,0
47341,f,g,a,2.96,9.68,2.79,1
3516,t,g,u,15.36,10.19,17.73,0
3376,t,d,u,14.76,9.77,17.35,0
55463,f,d,a,9.26,2.21,11.66,0
57479,f,d,a,1.37,3.78,1.41,1
51673,f,d,a,16.32,14.6,33.9,0
44213,f,g,u,6.34,9.96,11.34,1
22814,f,d,a,7.04,7.31,17.32,1
16636,f,d,a,9.44,10.1,14.12,0
29708,t,d,u,3.8,4.22,6.0,0
18203,f,m,u,7.15,5.5,10.17,0
29111,t,d,a,6.49,5.85,5.77,1
50023,t,d,u,15.18,9.65,30.96,1
16149,f,d,u,6.69,5.23,10.66,0
60857,f,d,u,1.31,4.08,5.71,1
32540,f,g,u,3.2,2.9,2.25,1
42720,t,m,a,14.04,9.87,17.83,0
56790,f,d,u,5.33,0.0,0.0,1
41682,f,g,s,1.51,5.0,1.75,1
1134,t,d,u,9.21,11.12,18.17,0
10345,f,d,s,4.21,5.76,3.46,0
21175,f,m,u,3.02,4.98,6.94,1
57400,f,d,s,1.48,4.29,1.45,1
44724,f,d,a,8.8,15.53,18.77,1
53339,t,d,a,9.3,5.38,14.39,1
8558,f,l,a,4.56,5.33,7.48,0
31468,f,d,u,6.53,5.51,9.04,0
29749,t,d,u,3.54,4.43,5.57,0
20995,f,d,a,2.88,5.09,5.95,1
24436,f,d,u,9.0,6.25,18.75,0
11346,f,l,a,1.45,5.14,1.36,0
18670,f,d,a,8.7,6.97,17.25,1
44300,f,g,s,6.76,10.31,12.39,1
17720,f,d,u,8.57,7.72,15.14,0
29338,t,d,a,2.82,3.2,5.74,1
35224,f,d,s,5.04,8.31,9.11,0
47161,f,g,a,1.36,5.13,2.6,1
32268,f,d,u,3.84,5.72,4.12,1
3622,f,m,a,3.93,4.77,3.39,1
10012,f,d,a,0.62,3.91,0.91,1
14088,f,d,u,6.05,10.9,6.75,1
9138,f,d,u,9.41,9.92,11.32,1
41756,f,g,a,1.52,3.96,1.2,1
38302,f,d,a,8.86,10.17,14.49,1
56970,f,d,a,12.24,5.72,21.81,0
53230,f,h,a,8.47,7.45,12.61,0
21746,f,d,w,7.33,5.96,15.55,0
47099,f,g,a,1.55,5.34,2.67,1
36764,f,d,a,6.73,9.22,10.77,1
31705,f,d,u,6.13,5.84,10.26,0
6287,f,l,w,5.94,5.3,9.96,1
60091,f,d,u,7.69,3.06,22.94,1
59769,f,d,a,2.77,3.59,14.36,1
21687,f,d,w,6.1,4.51,14.49,0
17767,f,d,a,7.92,6.31,11.81,0
38413,f,h,a,8.03,11.24,16.63,1
20823,f,m,w,3.07,4.01,5.99,0
49392,t,d,u,8.1,6.97,14.43,0
11326,f,l,a,1.4,4.91,1.19,0
21161,f,m,u,3.12,5.44,6.85,1
3254,t,g,u,15.53,9.23,16.93,0
7809,f,d,a,3.26,4.79,3.36,1
31987,f,g,u,3.33,4.21,2.81,1
18049,f,l,u,7.42,5.05,9.49,0
38279,f,d,a,8.74,11.69,14.88,1
30671,t,d,u,6.4,5.22,17.31,0
17397,f,d,s,6.6,5.16,26.22,0
3860,f,d,a,3.75,4.58,3.54,1
22505,t,d,a,7.38,6.77,14.63,0
16043,f,d,a,6.05,4.86,10.62,0
7938,f,l,u,3.24,4.37,2.61,1
57232,f,d,w,1.34,3.76,1.27,1
31469,f,d,u,6.9,4.45,9.27,0
43784,f,u,w,10.44,18.71,12.18,0
13835,f,d,a,5.87,12.13,6.73,1
29655,t,d,a,3.64,4.86,6.33,0
24596,f,d,u,6.98,6.39,17.24,0
40477,f,d,w,7.8,5.68,7.99,1
4606,f,d,a,2.33,7.05,5.04,0
34090,f,d,w,7.82,4.05,9.84,1
59056,f,d,u,5.31,3.31,6.47,1
43723,t,l,a,11.08,9.12,18.15,0
54003,f,d,u,16.39,6.22,37.48,1
46242,f,d,u,1.44,5.39,2.6,0
56514,f,d,a,3.92,0.0,0.0,1
50458,t,d,a,9.24,7.28,26.65,1
50767,f,d,a,3.23,3.89,9.75,0
1533,f,d,a,7.3,11.31,14.42,1
2852,f,d,u,16.31,23.1,19.08,0
33383,f,d,a,10.48,7.3,18.06,1
49577,t,d,u,6.58,5.41,12.32,0
38596,t,d,a,7.82,9.6,21.33,1
6307,f,d,a,5.9,5.43,9.13,1
33083,f,g,a,1.74,3.62,2.45,1
19920,f,m,u,4.98,6.32,7.66,1
33119,f,g,u,2.31,3.95,2.77,1
4920,f,d,w,2.57,6.75,4.88,0
53593,t,d,a,12.02,6.57,14.98,1
40291,f,d,w,6.67,5.42,6.99,1
6371,f,h,u,6.37,5.0,7.16,0
7256,f,g,u,2.74,2.16,6.78,1
54033,f,h,u,5.83,3.28,6.48,1
34092,f,d,a,7.6,4.22,10.16,1
23305,f,d,u,4.02,4.03,6.4,1
50373,t,d,u,11.87,9.57,32.77,1
60371,f,d,s,4.84,5.58,19.43,0
28660,t,d,a,6.62,6.86,9.11,1
36866,f,d,a,6.33,8.27,9.76,1
7030,f,d,a,4.56,5.67,6.76,0
39185,t,d,a,3.99,4.73,11.19,1
60896,f,d,a,1.27,3.17,4.49,1
17584,f,m,s,8.17,6.68,28.15,0
40513,f,d,a,6.65,4.95,6.5,1
33453,f,d,a,10.47,7.22,17.13,1
3363,t,g,u,13.82,10.2,16.52,0
59559,f,p,u,4.68,5.47,29.68,1
43060,t,m,u,14.03,9.5,18.26,0
37998,f,m,u,1.09,3.26,2.36,1
13193,f,g,u,0.75,5.24,1.08,1
12289,f,l,u,3.68,5.4,5.64,1
12542,f,g,a,1.2,5.74,2.37,0
37911,f,m,u,1.04,3.96,2.49,1
18165,f,l,a,6.47,6.4,10.24,0
1289,t,d,a,10.44,11.91,19.98,0
54076,f,h,a,5.72,3.61,6.54,1
42370,f,w,a,5.11,4.67,12.03,0
27752,t,d,a,7.41,9.27,11.14,1
47449,f,g,u,2.92,6.81,2.26,1
54929,f,d,a,3.65,6.38,6.54,0
58689,f,d,a,11.5,5.28,38.16,1
56722,f,d,u,5.53,0.0,0.0,1
28501,t,d,a,12.34,4.62,22.52,1
28732,t,d,u,6.51,5.58,7.95,1
20593,f,m,a,3.29,4.82,7.22,0
37714,f,m,u,2.11,7.88,2.69,1
60921,f,d,u,1.23,3.25,5.52,1
2143,f,d,u,7.03,12.95,13.19,1
44443,f,g,a,4.99,8.47,11.94,1
43195,t,g,u,7.64,7.88,13.47,1
57845,f,d,s,4.59,0.0,0.0,1
21530,f,d,a,3.74,5.27,6.41,0
23740,f,d,u,3.31,4.6,6.09,1
29480,t,d,u,2.74,3.64,6.71,1
9873,f,d,a,0.97,3.02,1.57,1
12503,f,h,u,1.21,5.16,1.4,0
35784,f,d,w,2.52,4.49,5.15,1
60070,f,d,s,8.81,3.48,25.86,1
2339,f,d,u,8.34,12.37,12.06,1
43651,t,d,a,10.75,9.06,17.88,0
3236,t,d,u,13.48,9.39,17.21,0
48461,f,d,u,19.97,18.9,63.32,0
52797,t,d,a,8.43,7.44,17.4,0
16760,f,d,a,8.21,10.49,13.12,0
5093,f,l,w,11.54,8.57,22.57,0
36515,f,d,u,4.07,8.77,6.41,1
14032,f,d,u,6.57,15.1,7.55,1
53899,f,d,u,14.71,5.11,26.64,1
51749,f,d,u,20.04,17.04,35.98,0
33195,f,d,a,11.69,7.6,18.24,1
52597,t,d,a,8.31,7.14,16.57,0
58899,f,d,w,22.48,6.67,45.32,1
43055,t,m,u,10.82,8.43,16.3,0
31949,f,g,u,2.71,3.99,2.62,1
16758,f,d,a,7.36,8.4,11.04,0
8389,f,l,u,3.01,7.78,3.5,1
25950,f,d,a,6.72,4.6,13.59,1
17080,f,d,a,5.48,6.28,11.16,1
1010,f,d,a,12.05,10.95,14.28,1
17315,f,m,s,6.88,6.77,29.2,0
4624,f,d,a,1.78,5.7,4.92,0
13344,f,g,u,0.65,3.83,0.92,1
49801,t,d,u,14.41,9.39,31.53,1
386,f,d,a,6.63,7.95,15.63,1
5873,f,d,a,16.17,8.66,25.88,0
12415,f,h,a,1.56,5.36,1.74,0
43013,t,m,u,14.59,10.85,18.1,0
36915,f,d,a,5.52,8.15,10.69,1
5276,f,d,a,8.99,6.82,17.54,0
28219,t,d,a,8.77,4.44,13.61,1
31379,f,d,w,9.77,7.56,10.66,0
52822,t,d,a,10.17,7.93,17.52,0
5548,f,d,w,7.76,6.34,19.8,0
44790,f,d,a,8.65,12.31,16.86,1
9954,f,d,a,0.63,3.58,0.91,1
22082,f,d,a,3.45,5.14,10.4,0
46904,f,d,u,2.89,5.46,6.24,0
40689,f,d,u,3.34,5.89,6.82,1
20512,f,m,w,3.38,3.9,6.38,0
6930,f,l,u,4.16,6.24,7.79,0
25486,f,d,u,7.89,6.02,18.34,1
10096,f,d,a,0.74,4.12,0.87,1
47269,f,g,u,1.3,4.92,2.39,1
14854,f,d,w,9.92,8.09,14.29,0
51406,f,d,a,4.64,5.12,10.84,0
18552,f,d,a,9.24,7.85,20.08,1
23468,f,d,a,3.33,4.77,8.02,1
13681,f,d,u,1.82,2.15,2.65,1
42974,t,m,u,9.05,10.41,16.79,0
44173,f,d,a,6.87,10.06,12.51,1
58254,f,d,s,50.03,6.19,25.54,0
60384,f,d,s,4.82,5.61,20.87,0
20153,f,d,w,5.28,5.1,11.43,0
25432,f,d,a,6.65,5.85,16.63,1
53952,f,d,u,17.65,6.87,41.7,1
53963,f,d,a,18.95,5.44,34.32,1
20364,f,m,a,5.32,6.02,12.4,0
20030,f,g,u,5.78,6.62,7.08,1
13921,f,d,u,7.26,13.12,7.84,1
51524,f,d,u,4.64,5.72,10.96,0
35503,f,d,a,7.62,11.25,11.62,1
39875,f,d,u,4.43,5.69,6.57,1
1850,f,d,u,8.2,6.26,13.52,0
52760,t,d,u,9.77,7.9,18.03,0
42044,f,m,a,6.2,5.22,12.67,0
47360,f,g,a,2.85,9.09,2.52,1
33784,f,g,u,6.6,3.51,8.59,0
28008,t,d,u,8.85,4.64,12.91,1
46494,f,d,a,4.13,6.29,3.75,0
11013,f,d,u,2.82,9.11,2.57,1
33151,f,g,a,1.9,4.34,2.47,1
60052,f,d,s,11.49,4.13,25.91,1
19494,f,m,a,2.2,3.03,5.57,1
21748,f,d,w,6.37,5.78,12.59,0
13482,f,d,u,1.23,1.68,2.4,1
55661,f,d,a,10.4,2.59,15.43,0
12895,f,d,u,0.72,3.36,0.68,1
19785,f,m,u,4.61,6.88,6.93,1
23170,f,d,a,9.79,9.17,29.65,1
59730,f,d,u,2.71,3.46,14.0,1
19496,f,h,a,3.44,2.82,5.82,1
6558,f,h,u,6.17,4.73,8.16,0
18751,f,g,w,3.98,3.67,5.72,0
25256,f,d,a,17.63,8.69,26.69,0
2289,f,d,u,8.02,12.56,12.61,1
36405,f,d,s,4.17,8.89,7.97,1
19566,f,m,a,2.41,3.11,5.68,1
19989,f,m,a,5.55,7.3,7.98,1
45966,f,g,u,1.24,5.43,2.59,0
8776,f,l,w,6.94,6.74,8.99,0
4009,f,h,u,4.01,5.48,3.64,1
32059,f,g,a,3.04,3.59,2.54,1
46582,f,d,a,4.79,6.11,3.85,0
15368,f,d,a,8.4,7.16,23.79,0
46588,f,d,a,4.59,6.82,4.36,0
39519,t,g,a,5.73,6.22,12.75,1
13272,f,g,u,0.57,4.54,1.05,1
19431,f,h,a,1.95,2.33,4.94,1
61034,f,d,u,1.19,3.07,4.74,1
39988,f,p,a,1.67,2.53,3.17,1
37165,f,d,u,3.26,6.09,6.85,1
47054,f,g,u,1.45,5.47,2.56,1
5959,f,l,a,12.32,8.78,25.61,0
49878,t,d,a,14.19,10.04,32.67,1
54740,f,d,a,3.32,6.66,6.62,0
48112,f,g,u,7.52,8.08,8.58,1
22918,f,d,a,5.89,5.56,15.7,1
18819,f,m,w,3.87,4.16,6.74,0
41012,f,d,u,6.02,5.71,6.68,1
25049,f,d,u,9.65,4.81,15.7,0
53758,f,d,u,17.89,7.18,36.37,1
30860,t,d,a,11.24,5.15,12.58,1
30144,t,d,a,10.44,7.79,16.46,1
191,f,d,u,13.94,17.65,17.49,1
2701,f,d,u,5.66,12.1,13.14,0
17701,f,d,u,9.13,9.36,15.72,0
21842,f,d,u,8.93,6.53,15.82,0
47558,f,g,a,2.76,8.45,2.36,1
7149,f,g,u,2.95,3.19,8.12,1
32031,f,g,a,3.21,3.62,2.59,1
48243,f,d,u,6.82,7.53,7.5,1
56106,f,d,a,8.95,5.37,24.17,0
34134,f,d,a,8.05,5.23,10.34,1
59429,f,p,u,4.36,5.14,30.43,1
41686,f,g,u,1.41,4.27,1.26,1
420,f,d,u,7.45,8.56,14.67,1
6788,f,d,u,4.37,6.38,7.81,0
35138,f,d,s,4.53,8.1,9.39,0
27367,t,d,w,16.37,5.75,25.43,1
43634,t,d,a,11.67,9.17,17.97,0
6256,f,l,a,6.93,5.8,10.49,1
49286,t,d,a,6.87,6.69,12.64,0
46790,f,d,a,3.49,7.17,7.48,0
20226,f,d,w,6.1,6.29,13.15,0
4771,f,d,u,2.63,7.13,4.58,0
14184,f,d,u,5.54,4.79,4.0,0
29637,t,d,u,2.31,3.58,5.75,1
8118,f,l,u,3.43,4.21,2.75,1
6577,f,h,u,5.85,4.63,7.42,0
55205,f,d,a,5.55,6.56,34.89,0
56349,f,d,a,8.56,1.53,16.99,1
29166,t,d,u,4.5,5.92,6.17,1
18953,f,m,w,2.82,3.41,5.51,0
44310,f,d,s,5.8,9.03,12.46,1
22959,f,d,u,9.53,10.18,25.44,1
17726,f,g,u,8.75,8.25,14.98,0
11712,t,h,u,0.91,4.82,0.87,0
39452,t,g,a,5.79,6.65,12.1,1
18982,f,g,a,3.48,3.76,5.99,0
10510,f,d,w,2.77,6.49,4.01,0
51723,f,d,u,18.78,15.98,37.16,0
1180,t,d,u,12.69,12.15,21.94,0
52961,f,g,a,7.09,6.2,10.66,0
32755,f,g,u,2.4,3.78,2.58,1
39589,f,d,a,4.2,5.63,6.69,1
41933,f,d,s,1.59,4.57,1.67,1
49103,t,d,u,5.82,5.86,12.22,0
10886,f,d,u,2.3,5.36,2.21,1
22020,f,d,u,3.4,3.98,10.25,0
42619,f,w,u,7.75,3.93,11.97,0
4305,f,l,a,3.49,7.61,3.38,0
27166,t,d,a,9.96,5.56,23.31,0
49607,t,d,u,6.72,7.85,13.58,0
29782,t,d,a,3.98,3.92,5.83,0
41510,f,d,u,11.5,14.8,24.36,1
38621,t,d,a,6.73,8.07,18.3,1
56480,f,d,u,2.48,0.0,0.0,1
51357,f,d,a,4.31,4.74,10.4,0
26410,f,d,a,12.41,8.0,24.03,0
19257,f,g,a,4.07,5.4,7.06,1
12679,f,g,a,1.54,6.12,1.99,0
14902,f,d,a,9.29,9.4,14.21,0
43996,f,u,a,9.96,23.24,13.3,0
47275,f,g,a,1.53,5.21,2.65,1
52512,f,d,u,8.9,7.9,15.16,0
50346,t,d,u,13.24,8.93,33.58,1
11241,f,d,u,2.39,5.9,2.23,1
27405,t,d,w,16.6,7.64,31.49,1
31483,f,d,u,5.93,4.79,9.42,0
53147,f,h,a,6.69,6.56,12.74,0
34549,f,g,u,1.83,7.88,3.29,1
39217,t,g,u,5.34,5.48,11.68,1
28221,t,d,u,6.21,4.29,11.12,1
28652,t,d,u,5.63,4.99,6.86,1
60831,f,d,u,1.29,3.76,5.08,1
34366,f,g,u,2.02,7.38,3.05,1
57396,f,d,w,1.43,4.21,1.39,1
38644,t,d,a,7.25,9.75,21.36,1
55590,f,d,a,11.83,2.63,15.78,0
43297,t,g,a,6.89,8.93,15.67,1
59370,f,d,a,3.27,4.76,25.54,1
11622,f,l,u,1.39,4.82,1.52,0
8953,f,h,a,9.5,9.67,10.64,1
28339,t,l,u,13.72,4.95,24.27,1
55420,f,l,w,6.82,8.75,55.21,0
47095,f,g,u,1.51,5.19,2.37,1
29521,t,d,u,3.07,4.15,6.43,1
54657,f,d,a,7.64,5.78,13.8,0
51838,f,d,a,19.32,16.72,35.04,0
11046,f,d,u,2.25,7.13,2.32,1
19228,f,g,u,4.1,6.11,8.13,1
56596,f,d,a,3.94,0.0,0.0,1
40640,f,d,u,3.72,5.69,7.6,1
21891,f,d,u,4.94,4.78,10.78,0
50857,f,d,u,10.39,9.41,30.82,1
10493,f,d,u,3.56,4.99,3.76,0
16437,f,d,a,4.8,5.36,9.37,0
42363,f,w,u,4.83,3.94,11.58,0
18414,f,d,a,7.6,7.98,20.36,1
60453,f,d,s,5.7,5.52,20.28,0
54876,f,d,a,3.53,6.62,7.36,0
53495,t,d,u,10.23,5.67,11.35,1
31033,t,d,a,8.49,4.41,11.19,1
26790,f,d,a,5.88,7.06,12.01,1
48041,f,d,u,6.99,7.4,8.05,1
44692,f,d,a,8.36,14.18,17.5,1
8299,f,l,u,3.73,8.93,4.29,1
57965,f,d,u,2.91,0.0,0.0,1
18801,f,g,w,2.49,3.49,6.19,0
11479,f,d,u,1.52,5.08,1.4,0
48839,t,d,a,9.23,7.38,21.12,0
36492,f,d,a,3.43,9.14,7.14,1
50702,f,d,a,3.44,4.47,10.11,0
21451,f,d,a,4.42,5.42,6.74,0
773,f,d,a,13.46,10.91,17.07,1
29286,t,d,u,5.41,6.0,5.77,1
22407,t,d,u,7.79,7.2,16.15,0
37143,f,g,a,4.25,6.66,9.3,1
31460,f,d,a,5.6,4.6,9.69,0
54302,f,h,u,4.29,3.09,5.96,1
43397,t,g,u,6.56,7.29,12.09,1
49579,t,d,a,8.07,8.96,18.37,0
18125,f,m,a,6.82,6.87,10.72,0
43022,t,m,u,13.55,10.63,17.75,0
561,f,d,u,7.21,6.8,15.25,1
45655,f,d,u,1.2,3.56,1.73,0
6492,f,h,u,6.35,5.0,8.09,0
61066,f,d,u,1.27,3.86,6.37,1
29389,t,d,a,2.87,3.49,5.72,1
37156,f,d,a,4.23,6.6,6.39,1
55061,f,d,a,3.08,5.92,7.07,0
18684,f,d,a,10.23,7.01,18.98,1
47773,f,g,u,4.42,13.07,6.45,1
43601,t,d,a,10.91,8.63,17.64,0
5996,f,d,w,15.16,6.91,24.9,0
27806,t,d,a,6.61,7.75,10.38,1
32844,f,g,u,2.29,4.17,2.41,1
27089,t,d,a,11.88,7.76,26.64,0
36467,f,d,a,5.28,8.61,8.52,1
51660,f,d,a,22.22,17.46,37.87,0
13229,f,g,u,0.76,5.13,1.06,1
7499,f,d,a,5.09,6.44,5.18,1
7794,f,d,a,2.86,4.31,3.13,1
41085,f,d,a,5.88,4.92,6.05,1
49343,t,d,a,6.4,4.62,11.1,0
53233,f,g,a,6.94,5.83,12.47,0
5800,f,d,a,13.95,7.67,22.22,0
49976,t,d,a,14.46,8.31,24.4,1
39248,t,g,a,5.86,6.83,12.87,1
27467,t,d,w,19.69,7.3,31.58,1
11648,f,l,a,1.37,4.77,1.26,0
26763,f,d,u,6.83,6.31,11.33,1
3621,f,m,u,4.55,4.97,3.63,1
23270,f,d,u,12.26,12.18,28.73,1
58895,f,d,w,24.96,5.8,41.68,1
33388,f,d,a,8.96,6.62,16.69,1
22610,f,d,a,7.03,4.9,15.71,1
23351,f,d,a,3.98,4.6,6.22,1
36746,f,d,a,6.16,8.47,10.96,1
43054,t,m,a,8.37,7.29,15.67,0
53586,t,h,a,11.68,5.32,14.58,1
24670,f,d,a,13.21,8.32,23.72,0
28276,t,g,a,13.26,5.41,27.17,1
31696,f,d,u,6.98,6.87,10.54,0
34485,f,g,a,2.55,8.33,3.31,1
15887,f,d,u,5.45,6.31,10.14,0
51847,f,d,u,18.75,15.14,36.18,0
49451,t,d,u,7.09,7.15,15.17,0
25869,f,d,a,5.02,3.83,11.42,1
38710,t,d,a,5.57,7.51,17.25,1
12109,f,l,u,3.92,6.59,7.17,1
35624,f,d,u,8.71,9.61,9.58,1
13672,f,h,a,1.47,2.02,2.6,1
59639,f,p,a,3.89,5.28,27.51,1
32109,f,g,u,4.17,3.74,2.92,1
47470,f,g,u,3.56,10.69,2.76,1
3199,t,g,a,15.62,11.45,20.11,0
45145,f,d,u,4.11,6.94,4.67,1
32923,f,g,u,1.66,4.07,2.34,1
25849,f,d,a,3.77,3.07,11.3,1
12859,f,d,a,0.76,3.53,0.85,1
48115,f,d,a,4.91,6.68,6.71,1
26514,f,d,u,6.49,6.56,8.68,1
18107,f,g,u,6.29,6.09,10.51,0
37267,f,g,a,5.57,6.37,8.34,1
23044,f,d,u,9.19,9.85,27.6,1
58519,f,d,u,53.44,9.02,43.07,0
54316,f,d,u,5.46,3.54,7.14,1
30238,t,d,u,9.88,7.85,16.41,1
11672,t,h,a,0.72,5.04,0.88,0
27489,t,d,u,15.28,6.46,27.85,1
25956,f,d,a,5.96,3.88,12.23,1
14891,f,d,u,11.42,10.08,15.27,0
28761,t,d,a,6.46,6.26,8.85,1
43370,t,d,a,5.99,6.95,12.69,1
6773,f,l,u,5.48,5.95,7.63,0
53826,f,d,u,16.89,5.25,36.17,1
32965,f,g,a,2.11,5.31,2.85,1
55493,f,d,a,17.26,2.68,17.22,0
45539,f,d,u,0.8,3.08,1.28,0
34752,f,m,s,2.38,6.88,3.08,1
3965,f,h,u,3.07,5.4,3.51,1
54077,f,d,u,5.78,3.76,6.92,1
50916,f,d,u,9.71,11.64,31.59,1
60085,f,d,u,8.5,2.77,23.55,1
14166,f,d,u,5.75,7.14,5.35,0
8275,f,l,a,3.26,7.99,3.86,1
13280,f,g,u,0.76,5.51,1.13,1
9860,f,l,a,1.04,2.93,1.46,1
42141,f,g,u,5.68,4.63,11.97,0
8040,f,l,u,3.66,4.23,3.0,1
30210,t,d,u,8.38,8.36,15.78,1
